	Latitude	Longitude	Timestamp
0	35.6731	174.5380	1573129039
1	36.9127	176.2686	1573129069
2	38.1223	178.0595	1573129099
3	39.3001	179.9149	1573129130
4	40.4427	-178.1634	1573129160
5	41.5663	-176.1378	1573129190
6	42.6307	-174.0727	1573129220
7	43.6520	-171.9328	1573129250
8	44.6268	-169.7164	1573129280
9	45.5521	-167.4218	1573129310
10	46.4247	-165.0483	1573129341
11	47.2541	-162.5548	1573129371
12	48.0097	-160.0238	1573129401
13	48.7021	-157.4172	1573129431
14	49.3282	-154.7381	1573129461
15	49.8846	-151.9904	1573129491
16	50.3758	-149.1327	1573129522
17	50.7829	-146.2658	1573129552
18	51.1121	-143.3512	1573129582
19	51.3613	-140.3984	1573129612
20	51.5289	-137.4174	1573129642
21	51.6146	-134.3691	1573129673
22	51.6150	-131.3645	1573129703
23	51.5322	-128.3652	1573129733
24	51.3632	-125.3340	1573129764
25	51.1147	-122.3804	1573129794
26	50.7862	-119.4649	1573129824
27	50.3797	-116.5972	1573129854
28	49.8977	-113.7849	1573129884
29	49.3331	-110.9898	1573129915
30	48.7074	-108.3091	1573129945
31	48.0153	-105.7011	1573129975
32	47.2598	-103.1683	1573130005
33	46.4446	-100.7136	1573130035
34	45.5582	-98.2987	1573130065
35	44.6325	-96.0020	1573130096
36	43.6575	-93.7841	1573130126
37	42.6361	-91.6428	1573130156
38	41.5714	-89.5764	1573130186
39	40.4477	-87.5498	1573130216
40	39.3046	-85.6269	1573130246
41	38.1266	-83.7706	1573130277
42	36.9164	-81.9783	1573130307
43	35.6763	-80.2466	1573130337
44	34.3868	-78.5448	1573130367
45	33.0930	-76.9259	1573130397
46	31.7754	-75.3580	1573130427
47	30.4359	-73.8380	1573130457
48	29.0764	-72.3631	1573130488
49	27.6752	-70.9066	1573130518
50	26.2798	-69.5135	1573130548
51	24.8689	-68.1568	1573130578
52	23.4435	-66.8337	1573130608
53	22.0051	-65.5417	1573130638
54	20.5304	-64.2575	1573130669
55	19.0688	-63.0207	1573130699
56	17.5975	-61.8080	1573130729
57	16.1173	-60.6170	1573130759
58	14.6292	-59.4456	1573130789
59	13.1090	-58.2727	1573130820
60	11.6074	-57.1346	1573130850
61	10.1003	-56.0100	1573130880
62	8.5886	-54.8973	1573130910
63	7.0730	-53.7943	1573130940
64	5.5287	-52.6812	1573130971
65	4.0075	-51.5928	1573131001
66	2.4842	-50.5088	1573131031
67	0.9600	-49.4277	1573131061
68	-0.5648	-48.3475	1573131091
69	-2.1144	-47.2489	1573131122
70	-3.6378	-46.1659	1573131152
71	-5.1597	-45.0787	1573131182
72	-6.6791	-43.9857	1573131212
73	-8.1954	-42.8852	1573131242
74	-9.7079	-41.7754	1573131272
75	-11.2411	-40.6356	1573131303
76	-12.7438	-39.5012	1573131333
77	-14.2404	-38.3519	1573131363
78	-15.7302	-37.1855	1573131393
79	-17.2121	-36.0002	1573131423
80	-18.7099	-34.7734	1573131454
81	-20.1733	-33.5434	1573131484
82	-21.6261	-32.2877	1573131514
83	-23.0910	-30.9824	1573131544
84	-24.5190	-29.6679	1573131574
85	-25.9329	-28.3205	1573131604
86	-27.3316	-26.9374	1573131634
87	-28.7138	-25.5157	1573131665
88	-30.1001	-24.0284	1573131695
89	-31.4438	-22.5210	1573131725
90	-32.7661	-20.9665	1573131755
91	-34.0653	-19.3617	1573131785
92	-35.3394	-17.7035	1573131815
93	-36.6070	-15.9596	1573131846
94	-37.8245	-14.1837	1573131876
95	-39.0100	-12.3452	1573131906
96	-40.1613	-10.4410	1573131936
97	-41.2758	-8.4679	1573131966
98	-42.3508	-6.4232	1573131996
99	-43.4002	-4.2686	1573132027
100	-44.3866	-2.0725	1573132057
101	-45.3241	0.2009	1573132087
102	-46.2097	2.5528	1573132117
103	-47.0533	5.0244	1573132148
104	-47.8238	7.5341	1573132178
105	-48.5322	10.1201	1573132208
106	-49.1750	12.7793	1573132238
107	-49.7491	15.5076	1573132268
108	-50.2513	18.3000	1573132298
109	-50.6854	21.1977	1573132329
110	-51.0346	24.0979	1573132359
111	-51.3044	27.0388	1573132389
112	-51.4932	30.0103	1573132419
113	-51.6008	33.0520	1573132450
114	-51.6230	36.0526	1573132480
115	-51.5621	39.0506	1573132510
116	-51.4185	42.0347	1573132540
117	-51.1932	44.9937	1573132570
118	-50.8817	47.9657	1573132600
119	-50.4964	50.8434	1573132631
120	-50.0350	53.6678	1573132661
121	-49.5003	56.4317	1573132691
122	-48.8952	59.1289	1573132721
123	-48.2110	61.7979	1573132751
124	-47.4736	64.3478	1573132781
125	-46.6756	66.8209	1573132812
126	-45.8204	69.2157	1573132842
127	-44.9115	71.5315	1573132872
128	-43.9357	73.8059	1573132902
129	-42.9284	75.9655	1573132932
130	-41.8770	78.0499	1573132962
131	-40.7846	80.0615	1573132992
132	-39.6538	82.0028	1573133023
133	-38.4679	83.9071	1573133053
134	-37.2682	85.7150	1573133083
135	-36.0379	87.4616	1573133113
136	-34.7793	89.1499	1573133143
137	-33.4948	90.7829	1573133173
138	-32.1640	92.3900	1573133204
139	-30.8326	93.9215	1573133234
140	-29.4806	95.4073	1573133264
141	-28.1097	96.8503	1573133294
142	-26.7213	98.2534	1573133324
143	-25.2934	99.6419	1573133355
144	-23.8740	100.9730	1573133385
145	-22.4410	102.2725	1573133415
146	-20.9957	103.5427	1573133445
147	-19.5393	104.7859	1573133475
148	-18.0728	106.0046	1573133505
149	-16.5724	107.2206	1573133536
150	-15.0884	108.3962	1573133566
151	-13.5969	109.5539	1573133596
152	-12.0989	110.6954	1573133626
153	-10.5700	111.8416	1573133657
154	-9.0612	112.9565	1573133687
155	-7.5482	114.0611	1573133717
156	-6.0318	115.1571	1573133747
157	-4.5126	116.2463	1573133777
158	-2.9661	117.3485	1573133808
159	-1.4435	118.4293	1573133838
160	0.0798	119.5084	1573133868
161	1.6030	120.5877	1573133898
162	3.1256	121.6688	1573133928
163	4.6722	122.7715	1573133958
164	6.1912	123.8614	1573133988
165	7.7077	124.9586	1573134019
166	9.2206	126.0644	1573134049
167	10.7544	127.1997	1573134079
168	12.2580	128.3288	1573134109
169	13.7558	129.4724	1573134139
170	15.2470	130.6322	1573134169
171	16.7308	131.8105	1573134200
172	18.2308	133.0293	1573134230
173	19.6969	134.2511	1573134260
174	21.1527	135.4976	1573134290
175	22.5972	136.7714	1573134320
176	24.0293	138.0747	1573134350
177	25.4714	139.4328	1573134381
178	26.8750	140.8037	1573134411
179	28.2623	142.2120	1573134441
180	29.6321	143.6606	1573134471
181	30.9828	145.1524	1573134501
182	32.3346	146.7163	1573134532
183	33.6415	148.3042	1573134562
184	34.9241	149.9446	1573134592
185	36.1803	151.6406	1573134622
186	37.4283	153.4251	1573134653
187	38.6247	155.2429	1573134683
188	39.7878	157.1258	1573134713
189	40.9150	159.0767	1573134743
190	42.0036	161.0984	1573134773
191	43.0681	163.2295	1573134804
192	44.0701	165.4015	1573134834
193	45.0245	167.6512	1573134864
194	45.9279	169.9789	1573134894
195	46.7770	172.3856	1573134924
196	47.5811	174.9127	1573134954
197	48.3104	177.4760	1573134984
198	48.9753	-179.8858	1573135015
199	49.5724	-177.1765	1573135045
200	50.0985	-174.4015	1573135075
201	50.5576	-171.5186	1573135105
202	50.9319	-168.6306	1573135135
203	51.2274	-165.6991	1573135165
204	51.4423	-162.7333	1573135196
205	51.5750	-159.7432	1573135226
206	51.6250	-156.6910	1573135256
207	51.5901	-153.6878	1573135286
208	51.4722	-150.6952	1573135316
209	51.2720	-147.7240	1573135346
210	50.9909	-144.7852	1573135376
211	50.6238	-141.8405	1573135407
212	50.1852	-138.9956	1573135437
213	49.6722	-136.2092	1573135467
214	49.0876	-133.4876	1573135497
215	48.4345	-130.8360	1573135527
216	47.7038	-128.2158	1573135558
217	46.9229	-125.7164	1573135588
218	46.0836	-123.2951	1573135618
219	45.1894	-120.9525	1573135648
220	44.2436	-118.6885	1573135678
221	43.2326	-116.4661	1573135709
222	42.1926	-114.3568	1573135739
223	41.1106	-112.3212	1573135769
224	39.9888	-110.3559	1573135799
225	38.8312	-108.4602	1573135829
226	37.6198	-106.6003	1573135860
227	36.3967	-104.8341	1573135890
228	35.1446	-103.1271	1573135920
