	Latitude	Longitude	Timestamp
0	-43.3098	-72.5507	1573082800
1	-42.2747	-70.4386	1573082830
2	-41.1975	-68.4003	1573082860
3	-40.0622	-66.4013	1573082890
4	-38.9086	-64.5040	1573082920
5	-37.7211	-62.6724	1573082951
6	-36.5021	-60.9032	1573082981
7	-35.2542	-59.1937	1573083011
8	-33.9794	-57.5404	1573083041
9	-32.6578	-55.9140	1573083071
10	-31.3348	-54.3648	1573083101
11	-29.9904	-52.8622	1573083132
12	-28.6266	-51.4035	1573083162
13	-27.2448	-49.9858	1573083192
14	-25.8464	-48.6063	1573083222
15	-24.4092	-47.2400	1573083252
16	-22.9813	-45.9290	1573083282
17	-21.5408	-44.6482	1573083312
18	-20.0884	-43.3951	1573083343
19	-18.6257	-42.1675	1573083373
20	-17.1536	-40.9631	1573083403
21	-15.6480	-39.7602	1573083433
22	-14.1594	-38.5961	1573083463
23	-12.6638	-37.4487	1573083493
24	-11.1624	-36.3163	1573083524
25	-9.6554	-35.1967	1573083554
26	-8.1442	-34.0883	1573083584
27	-6.6037	-32.9708	1573083614
28	-5.0854	-31.8791	1573083644
29	-3.5650	-30.7933	1573083674
30	-2.0430	-29.7115	1573083705
31	-0.5201	-28.6320	1573083735
32	1.0285	-27.5350	1573083765
33	2.5511	-26.4549	1573083795
34	4.0731	-25.3716	1573083825
35	5.5931	-24.2839	1573083855
36	7.1108	-23.1896	1573083885
37	8.6252	-22.0873	1573083916
38	10.1608	-20.9565	1573083946
39	11.6663	-19.8326	1573083976
40	13.1665	-18.6948	1573084006
41	14.6606	-17.5414	1573084036
42	16.1473	-16.3706	1573084066
43	17.6263	-15.1801	1573084097
44	19.1207	-13.9474	1573084127
45	20.5808	-12.7108	1573084157
46	22.0300	-11.4478	1573084187
47	23.4674	-10.1560	1573084217
48	24.8916	-8.8332	1573084247
49	26.3014	-7.4768	1573084277
50	27.7187	-6.0605	1573084308
51	29.0957	-4.6278	1573084338
52	30.4541	-3.1532	1573084368
53	31.7924	-1.6336	1573084398
54	33.1089	-0.0659	1573084428
55	34.4020	1.5532	1573084458
56	35.6903	3.2547	1573084489
57	36.9296	4.9864	1573084519
58	38.1390	6.7788	1573084549
59	39.3161	8.6350	1573084579
60	40.4586	10.5584	1573084609
61	41.5815	12.5851	1573084640
62	42.6454	14.6517	1573084670
63	43.6662	16.7933	1573084700
64	44.6405	19.0116	1573084730
65	45.5652	21.3079	1573084760
66	46.4370	23.6831	1573084790
67	47.2584	26.1559	1573084821
