	Latitude	Longitude	Timestamp
0	-42.7520	-52.8067	1573143149
1	-43.7675	-50.6592	1573143179
2	-44.7364	-48.4347	1573143209
3	-45.6703	-46.0932	1573143240
4	-46.5351	-43.7108	1573143270
5	-47.3434	-41.2498	1573143300
6	-48.0917	-38.7111	1573143330
7	-48.7763	-36.0979	1573143360
8	-49.4040	-33.3673	1573143391
9	-49.9509	-30.6132	1573143421
10	-50.4248	-27.7976	1573143451
11	-50.8230	-24.9277	1573143481
12	-51.1432	-22.0115	1573143511
13	-51.3867	-19.0085	1573143542
14	-51.5440	-16.0275	1573143572
15	-51.6186	-13.0305	1573143602
16	-51.6102	-10.0291	1573143632
17	-51.5188	-7.0347	1573143662
18	-51.3449	-4.0584	1573143692
19	-51.0848	-1.0624	1573143723
20	-50.7487	1.8451	1573143753
21	-50.3350	4.7044	1573143783
22	-49.8462	7.5075	1573143813
23	-49.2851	10.2477	1573143843
24	-48.6435	12.9634	1573143873
25	-47.9460	15.5611	1573143904
26	-47.1857	18.0833	1573143934
27	-46.3660	20.5277	1573143964
28	-45.4906	22.8934	1573143994
29	-44.5466	25.2182	1573144024
30	-43.5685	27.4263	1573144054
31	-42.5444	29.5582	1573144084
32	-41.4772	31.6158	1573144115
33	-40.3701	33.6012	1573144145
34	-39.2066	35.5485	1573144175
35	-38.0272	37.3969	1573144205
36	-36.8158	39.1819	1573144235
37	-35.5746	40.9068	1573144265
38	-34.3061	42.5743	1573144296
39	-32.9906	44.2142	1573144326
40	-31.6729	45.7762	1573144356
41	-30.3335	47.2905	1573144386
42	-28.9742	48.7601	1573144416
43	-27.5966	50.1881	1573144446
44	-26.1785	51.6002	1573144477
45	-24.7680	52.9528	1573144507
46	-23.3433	54.2720	1573144537
47	-21.9055	55.5605	1573144567
48	-20.4560	56.8203	1573144597
49	-18.9712	58.0745	1573144628
50	-17.5009	59.2844	1573144658
51	-16.0216	60.4727	1573144688
52	-14.5344	61.6417	1573144718
53	-13.0402	62.7933	1573144748
54	-11.5148	63.9482	1573144779
55	-10.0088	65.0708	1573144809
56	-8.4981	66.1819	1573144839
57	-6.9837	67.2831	1573144869
58	-5.4661	68.3764	1573144899
59	-3.9206	69.4817	1573144930
60	-2.3985	70.5645	1573144960
61	-0.8757	71.6444	1573144990
62	0.6478	72.7235	1573145020
63	2.1709	73.8033	1573145050
64	3.6930	74.8855	1573145080
65	5.2391	75.9903	1573145111
66	6.7577	77.0830	1573145141
67	8.2731	78.1832	1573145171
68	9.7845	79.2928	1573145201
69	11.3165	80.4326	1573145231
70	12.8182	81.5670	1573145262
71	14.3138	82.7165	1573145292
72	15.8024	83.8831	1573145322
73	17.3081	85.0889	1573145352
74	18.7803	86.2964	1573145382
75	20.2430	87.5274	1573145412
76	21.6948	88.7840	1573145443
77	23.1353	90.0690	1573145473
78	24.5864	91.4065	1573145503
79	25.9995	92.7554	1573145533
80	27.4205	94.1636	1573145564
81	28.8014	95.5876	1573145594
82	30.1638	97.0528	1573145624
83	31.5067	98.5625	1573145654
84	32.8282	100.1196	1573145684
85	34.1479	101.7544	1573145715
86	35.4205	103.4163	1573145745
87	36.6659	105.1352	1573145775
88	37.8820	106.9142	1573145805
89	39.0662	108.7562	1573145835
90	40.2350	110.6967	1573145866
91	41.3475	112.6754	1573145896
92	42.4203	114.7259	1573145926
93	43.4505	116.8506	1573145956
94	44.4349	119.0515	1573145986
95	45.3857	121.3693	1573146017
96	46.2682	123.7282	1573146047
97	47.0951	126.1658	1573146077
98	47.8629	128.6812	1573146107
99	48.5796	131.3168	1573146137
100	49.2181	133.9830	1573146167
101	49.7876	136.7186	1573146198
102	50.2850	139.5178	1573146228
103	50.7075	142.3746	1573146258
104	51.0575	145.3293	1573146288
105	51.3216	148.2760	1573146318
106	51.5043	151.2527	1573146348
107	51.6045	154.2485	1573146378
108	51.6216	157.2527	1573146409
109	51.5536	160.3033	1573146439
110	51.4033	163.2887	1573146469
111	51.1711	166.2483	1573146499
112	50.8586	169.1716	1573146529
113	50.4676	172.0496	1573146559
114	49.9922	174.9202	1573146590
115	49.4506	177.6822	1573146620
116	48.8387	-179.6231	1573146650
117	48.1597	-177.0004	1573146680
118	47.4168	-174.4528	1573146710
119	46.5995	-171.9418	1573146741
120	45.7382	-169.5513	1573146771
121	44.8233	-167.2396	1573146801
122	43.8415	-164.9694	1573146832
123	42.8283	-162.8137	1573146862
124	41.7714	-160.7337	1573146892
125	40.6736	-158.7265	1573146922
126	39.5379	-156.7898	1573146952
127	38.3470	-154.8898	1573146983
128	37.1426	-153.0860	1573147013
129	35.9078	-151.3433	1573147043
130	34.6450	-149.6588	1573147073
131	33.3560	-148.0291	1573147103
132	32.0210	-146.4253	1573147133
133	30.6855	-144.8967	1573147163
134	29.3296	-143.4137	1573147194
135	27.9547	-141.9731	1573147224
136	26.5626	-140.5723	1573147254
137	25.1310	-139.1860	1573147284
138	23.7084	-137.8569	1573147314
139	22.2722	-136.5593	1573147344
140	20.8238	-135.2907	1573147375
141	19.3644	-134.0489	1573147405
142	17.8703	-132.8114	1573147435
143	16.3916	-131.6165	1573147465
144	14.9048	-130.4415	1573147495
145	13.4107	-129.2845	1573147525
146	11.9102	-128.1434	1573147556
147	10.3790	-126.9975	1573147586
148	8.8681	-125.8827	1573147616
149	7.3532	-124.7782	1573147646
150	5.8348	-123.6819	1573147676
151	4.3138	-122.5923	1573147706
152	2.7656	-121.4895	1573147737
153	1.2415	-120.4080	1573147767
154	-0.2834	-119.3276	1573147797
155	-1.8078	-118.2473	1573147827
156	-3.3314	-117.1649	1573147857
157	-4.8788	-116.0606	1573147888
158	-6.3987	-114.9689	1573147918
159	-7.9157	-113.8699	1573147948
160	-9.4292	-112.7618	1573147978
161	-10.9382	-111.6429	1573148008
162	-12.4418	-110.5115	1573148038
163	-13.9646	-109.3461	1573148069
164	-15.4556	-108.1831	1573148099
165	-16.9391	-107.0014	1573148129
166	-18.4141	-105.7990	1573148159
167	-19.9038	-104.5532	1573148190
168	-21.3587	-103.3024	1573148220
169	-22.8021	-102.0240	1573148250
170	-24.2328	-100.7158	1573148280
171	-25.6497	-99.3751	1573148310
172	-27.0515	-97.9994	1573148340
173	-28.4601	-96.5619	1573148371
174	-29.8273	-95.1071	1573148401
175	-31.1751	-93.6088	1573148431
176	-32.5019	-92.0640	1573148461
177	-33.8059	-90.4695	1573148491
178	-35.1064	-88.7944	1573148522
179	-36.3585	-87.0903	1573148552
180	-37.5816	-85.3273	1573148582
181	-38.7736	-83.5020	1573148612
182	-39.9320	-81.6113	1573148642
183	-41.0726	-79.6189	1573148672
184	-42.1551	-77.5877	1573148702
185	-43.1960	-75.4823	1573148733
186	-44.1918	-73.3017	1573148763
187	-45.1396	-71.0434	1573148793
188	-46.0505	-68.6677	1573148823
189	-46.8912	-66.2515	1573148853
190	-47.6863	-63.7152	1573148884
191	-48.4064	-61.1432	1573148914
192	-49.0616	-58.4971	1573148944
