	Latitude	Longitude	Timestamp
0	-38.1699	-75.6703	1572915853
1	-37.7710	-75.0660	1572915863
2	-37.3483	-74.4391	1572915874
3	-36.9424	-73.8491	1572915884
4	-36.5331	-73.2658	1572915894
5	-36.1205	-72.6891	1572915904
6	-35.6837	-72.0904	1572915914
